scheme,seed_imp,seed_model,seed_eval,idx_imp,idx_model,idx_eval,ate_hat,cate_sd_test,cate_iqr_test,mi_ate_sd,mi_ate_iqr,mi_B,M_imputations,n_test
vary_eval,2029167940,612176794,1026816911,0,0,8,-0.05775244366055911,0.038722775295543736,0.05319921687217001,0.0,0.0,0.0,1,480
vary_eval,2029167940,612176794,1083509135,0,0,9,0.14337458691541377,0.04396982677807533,0.060234867196871156,0.0,0.0,0.0,1,480
vary_all,2029167940,612176794,1753345571,0,0,0,0.10594790515477236,0.03634352266825922,0.04697613235974517,0.0,0.0,0.0,1,480
vary_all,2029167940,612176794,650757181,0,0,1,0.20123452943138906,0.05198823809811166,0.07410269332377559,0.0,0.0,0.0,1,480
vary_all,2029167940,612176794,733587778,0,0,2,0.11472675145616511,0.03921105303251689,0.05559068357563926,0.0,0.0,0.0,1,480
vary_all,2029167940,612176794,597914449,0,0,3,0.08934536464725694,0.05033598119812572,0.07688531551453248,0.0,0.0,0.0,1,480
vary_all,2029167940,612176794,1545052023,0,0,4,0.13796457541597923,0.04061838650136121,0.05255556362957098,0.0,0.0,0.0,1,480
vary_all,2029167940,612176794,547328271,0,0,5,0.13677940776279843,0.05219557438503627,0.0706601756529518,0.0,0.0,0.0,1,480
vary_all,2029167940,612176794,2126996168,0,0,6,0.024489785854064413,0.04321750875776582,0.057169275787506496,0.0,0.0,0.0,1,480
vary_all,2029167940,612176794,955794088,0,0,7,0.14997435602228262,0.039800912967119295,0.05321585182910919,0.0,0.0,0.0,1,480
vary_all,2029167940,612176794,1026816911,0,0,8,-0.05775244366055911,0.038722775295543736,0.053199216872169997,0.0,0.0,0.0,1,480
vary_all,2029167940,612176794,1083509135,0,0,9,0.14337458691541374,0.04396982677807533,0.060234867196871156,0.0,0.0,0.0,1,480
vary_all,2029167940,1875941738,1753345571,0,1,0,0.12078659564338777,0.03901656376843003,0.052806061668886045,0.0,0.0,0.0,1,480
vary_all,2029167940,1875941738,650757181,0,1,1,0.21620608231120683,0.05652235357527958,0.07507643522531834,0.0,0.0,0.0,1,480
vary_all,2029167940,1875941738,733587778,0,1,2,0.06976679289830207,0.05332150538448755,0.07596007278171568,0.0,0.0,0.0,1,480
vary_all,2029167940,1875941738,597914449,0,1,3,0.04300789745867908,0.04582029403278689,0.06233093573467597,0.0,0.0,0.0,1,480
vary_all,2029167940,1875941738,1545052023,0,1,4,0.09984715621980253,0.049373247479007676,0.07143790406511566,0.0,0.0,0.0,1,480
vary_all,2029167940,1875941738,547328271,0,1,5,0.12930588011498562,0.06491561426775033,0.09080368841709312,0.0,0.0,0.0,1,480
vary_all,2029167940,1875941738,2126996168,0,1,6,-0.050358317185112675,0.04557605785048336,0.06302257776913678,0.0,0.0,0.0,1,480
vary_all,2029167940,1875941738,955794088,0,1,7,0.17731702474703676,0.035491543281727704,0.05244158943157334,0.0,0.0,0.0,1,480
vary_all,2029167940,1875941738,1026816911,0,1,8,-0.042883458935313486,0.04687881786294684,0.06258863617829792,0.0,0.0,0.0,1,480
vary_all,2029167940,1875941738,1083509135,0,1,9,0.17101546204059476,0.06560459844964428,0.09030117024783746,0.0,0.0,0.0,1,480
vary_all,2029167940,1959843383,1753345571,0,2,0,0.11699549945126163,0.036712849881040475,0.05684828625150745,0.0,0.0,0.0,1,480
vary_all,2029167940,1959843383,650757181,0,2,1,0.2592917946330148,0.04505323287703294,0.05767608835425539,0.0,0.0,0.0,1,480
vary_all,2029167940,1959843383,733587778,0,2,2,0.07940899349492743,0.04497277973043955,0.06519818863448537,0.0,0.0,0.0,1,480
vary_all,2029167940,1959843383,597914449,0,2,3,0.11856502771958916,0.044959144300268,0.06045927763673288,0.0,0.0,0.0,1,480
vary_all,2029167940,1959843383,1545052023,0,2,4,0.12145797644646922,0.04452157753092403,0.06484140485142194,0.0,0.0,0.0,1,480
vary_all,2029167940,1959843383,547328271,0,2,5,0.1656297659035056,0.05749106165130819,0.082868416754467,0.0,0.0,0.0,1,480
vary_all,2029167940,1959843383,2126996168,0,2,6,0.026308128482032924,0.04938830572059281,0.07080697472230318,0.0,0.0,0.0,1,480
vary_all,2029167940,1959843383,955794088,0,2,7,0.17900651820799435,0.040811514327272695,0.06122069555181303,0.0,0.0,0.0,1,480
vary_all,2029167940,1959843383,1026816911,0,2,8,-0.022073696156707533,0.04496002371653542,0.06488410824508918,0.0,0.0,0.0,1,480
vary_all,2029167940,1959843383,1083509135,0,2,9,0.21965689339953445,0.04575747684423582,0.06038462026890609,0.0,0.0,0.0,1,480
vary_all,2029167940,11307155,1753345571,0,3,0,0.09278469933606154,0.03782602050923539,0.04915395010868326,0.0,0.0,0.0,1,480
vary_all,2029167940,11307155,650757181,0,3,1,0.157247438877705,0.056622066355481164,0.08199815718552927,0.0,0.0,0.0,1,480
vary_all,2029167940,11307155,733587778,0,3,2,0.11599226894595492,0.03562396795343688,0.04864949821229442,0.0,0.0,0.0,1,480
vary_all,2029167940,11307155,597914449,0,3,3,0.15530885952208676,0.04624655773328534,0.06421028866735476,0.0,0.0,0.0,1,480
vary_all,2029167940,11307155,1545052023,0,3,4,0.11092881416954604,0.05719174903001555,0.08116300111105515,0.0,0.0,0.0,1,480
vary_all,2029167940,11307155,547328271,0,3,5,0.14384303636249646,0.05450172422138222,0.07663359993919562,0.0,0.0,0.0,1,480
vary_all,2029167940,11307155,2126996168,0,3,6,0.02344387360499523,0.04737281320055033,0.06480669403861979,0.0,0.0,0.0,1,480
vary_all,2029167940,11307155,955794088,0,3,7,0.11945981191202014,0.04581016259698848,0.060612987708426325,0.0,0.0,0.0,1,480
vary_all,2029167940,11307155,1026816911,0,3,8,-0.046798483782293586,0.045191135357832986,0.05999684361497093,0.0,0.0,0.0,1,480
vary_all,2029167940,11307155,1083509135,0,3,9,0.19065609371833117,0.0525168639881576,0.07650130707787195,0.0,0.0,0.0,1,480
vary_all,2029167940,1073283950,1753345571,0,4,0,0.1246080653507159,0.04578825694849944,0.05834242859058389,0.0,0.0,0.0,1,480
vary_all,2029167940,1073283950,650757181,0,4,1,0.13198387037735257,0.05319448913734975,0.07296063398890129,0.0,0.0,0.0,1,480
vary_all,2029167940,1073283950,733587778,0,4,2,0.1082580573175366,0.04733792613882981,0.06494302334523297,0.0,0.0,0.0,1,480
vary_all,2029167940,1073283950,597914449,0,4,3,0.06300458553098871,0.05190059578124505,0.07237884096388833,0.0,0.0,0.0,1,480
vary_all,2029167940,1073283950,1545052023,0,4,4,0.07178143677620279,0.04320658099636198,0.06183955752798295,0.0,0.0,0.0,1,480
vary_all,2029167940,1073283950,547328271,0,4,5,0.15888926475557053,0.062198451437585164,0.08122986676900243,0.0,0.0,0.0,1,480
vary_all,2029167940,1073283950,2126996168,0,4,6,0.028284878783351737,0.05313130034861714,0.07652190376425964,0.0,0.0,0.0,1,480
vary_all,2029167940,1073283950,955794088,0,4,7,0.09136070514035809,0.035493766672296805,0.051165297366932344,0.0,0.0,0.0,1,480
vary_all,2029167940,1073283950,1026816911,0,4,8,-0.0385298015979212,0.053676060049956974,0.07433208005419037,0.0,0.0,0.0,1,480
vary_all,2029167940,1073283950,1083509135,0,4,9,0.11697891302432752,0.042577369348541935,0.060087739625551334,0.0,0.0,0.0,1,480
vary_all,2029167940,1763574598,1753345571,0,5,0,0.12117589837158062,0.0307334968247879,0.04030945028669933,0.0,0.0,0.0,1,480
vary_all,2029167940,1763574598,650757181,0,5,1,0.1363261033429205,0.06023295628884024,0.08091537649169128,0.0,0.0,0.0,1,480
vary_all,2029167940,1763574598,733587778,0,5,2,0.08526087337885886,0.03684214728509253,0.048159948055606694,0.0,0.0,0.0,1,480
vary_all,2029167940,1763574598,597914449,0,5,3,0.09912242518282618,0.04512331210010774,0.06417733036463619,0.0,0.0,0.0,1,480
vary_all,2029167940,1763574598,1545052023,0,5,4,0.09297173229390947,0.04542771826943262,0.06583477554241766,0.0,0.0,0.0,1,480
vary_all,2029167940,1763574598,547328271,0,5,5,0.1393729860887993,0.050017154190014956,0.07012456669757679,0.0,0.0,0.0,1,480
vary_all,2029167940,1763574598,2126996168,0,5,6,-0.016700519111638643,0.05564279021870607,0.07785541761104256,0.0,0.0,0.0,1,480
vary_all,2029167940,1763574598,955794088,0,5,7,0.10760703490597251,0.044899497989409475,0.06129201346598323,0.0,0.0,0.0,1,480
vary_all,2029167940,1763574598,1026816911,0,5,8,-0.036323905974865976,0.04968835639422229,0.0614033761003436,0.0,0.0,0.0,1,480
vary_all,2029167940,1763574598,1083509135,0,5,9,0.10662912254330761,0.054169476848523336,0.07502580414723986,0.0,0.0,0.0,1,480
vary_all,2029167940,282266799,1753345571,0,6,0,0.10954288397163969,0.03576545165683152,0.0494979399018535,0.0,0.0,0.0,1,480
vary_all,2029167940,282266799,650757181,0,6,1,0.22579603121581007,0.061670411394657475,0.08568580062032949,0.0,0.0,0.0,1,480
vary_all,2029167940,282266799,733587778,0,6,2,0.07630010373272113,0.04035872725096858,0.05452717311185871,0.0,0.0,0.0,1,480
vary_all,2029167940,282266799,597914449,0,6,3,0.08633945917000778,0.045955345413968195,0.060000420896244244,0.0,0.0,0.0,1,480
vary_all,2029167940,282266799,1545052023,0,6,4,0.1446876902492524,0.04201242436031508,0.057215417856545575,0.0,0.0,0.0,1,480
vary_all,2029167940,282266799,547328271,0,6,5,0.14929628213087226,0.06636195353142625,0.09177679666797466,0.0,0.0,0.0,1,480
vary_all,2029167940,282266799,2126996168,0,6,6,0.0247107879685852,0.04734578752472299,0.06343562764702596,0.0,0.0,0.0,1,480
vary_all,2029167940,282266799,955794088,0,6,7,0.13225580001522194,0.045841031051394615,0.07229982690385914,0.0,0.0,0.0,1,480
vary_all,2029167940,282266799,1026816911,0,6,8,-0.07638532544630425,0.04427161683195974,0.06115604889343963,0.0,0.0,0.0,1,480
vary_all,2029167940,282266799,1083509135,0,6,9,0.134278597127018,0.04574115998091943,0.06745908579928644,0.0,0.0,0.0,1,480
vary_all,2029167940,1711693563,1753345571,0,7,0,0.13977315927116066,0.04000698995857022,0.05307228005344304,0.0,0.0,0.0,1,480
vary_all,2029167940,1711693563,650757181,0,7,1,0.18613134550699537,0.06464229772901782,0.08565855289425348,0.0,0.0,0.0,1,480
vary_all,2029167940,1711693563,733587778,0,7,2,0.0836243525607253,0.03312893954154794,0.04475739029419281,0.0,0.0,0.0,1,480
vary_all,2029167940,1711693563,597914449,0,7,3,0.12664779069043156,0.05491096416842368,0.07584746737921592,0.0,0.0,0.0,1,480
vary_all,2029167940,1711693563,1545052023,0,7,4,0.12446886531385472,0.04896077215000731,0.06461194417399044,0.0,0.0,0.0,1,480
vary_all,2029167940,1711693563,547328271,0,7,5,0.1222632072990705,0.06444010707773912,0.09003394364917307,0.0,0.0,0.0,1,480
vary_all,2029167940,1711693563,2126996168,0,7,6,-0.007375532900656299,0.06936688155240146,0.10781019445368262,0.0,0.0,0.0,1,480
vary_all,2029167940,1711693563,955794088,0,7,7,0.11419072999445133,0.049656504063317834,0.06752824391461903,0.0,0.0,0.0,1,480
vary_all,2029167940,1711693563,1026816911,0,7,8,-0.06378662830252034,0.049137745304701,0.07137941814344165,0.0,0.0,0.0,1,480
vary_all,2029167940,1711693563,1083509135,0,7,9,0.1267686099073283,0.044934281685303924,0.06289168359570257,0.0,0.0,0.0,1,480
vary_all,2029167940,255728785,1753345571,0,8,0,0.1383037869184881,0.037594557930354315,0.04943225655662112,0.0,0.0,0.0,1,480
vary_all,2029167940,255728785,650757181,0,8,1,0.213654800487496,0.04775787890499329,0.06800863653124226,0.0,0.0,0.0,1,480
vary_all,2029167940,255728785,733587778,0,8,2,0.06878862508543376,0.05208459963595698,0.07520464909358612,0.0,0.0,0.0,1,480
vary_all,2029167940,255728785,597914449,0,8,3,0.11803433260774475,0.04998923866888852,0.06994115871475151,0.0,0.0,0.0,1,480
vary_all,2029167940,255728785,1545052023,0,8,4,0.13016488535798715,0.04861604282237511,0.0646567892935002,0.0,0.0,0.0,1,480
vary_all,2029167940,255728785,547328271,0,8,5,0.14495459926654491,0.07004108979119024,0.10194951998010549,0.0,0.0,0.0,1,480
vary_all,2029167940,255728785,2126996168,0,8,6,0.009797529071507478,0.04396660134360922,0.05789058835940935,0.0,0.0,0.0,1,480
vary_all,2029167940,255728785,955794088,0,8,7,0.14160116490171687,0.042630361523851724,0.06304847733395273,0.0,0.0,0.0,1,480
vary_all,2029167940,255728785,1026816911,0,8,8,-0.0015277064546445056,0.04660097653220864,0.06334917987256876,0.0,0.0,0.0,1,480
vary_all,2029167940,255728785,1083509135,0,8,9,0.16959469102161054,0.04962191053845558,0.0646907340091189,0.0,0.0,0.0,1,480
vary_all,2029167940,1004882659,1753345571,0,9,0,0.08213470261059173,0.03962071003253146,0.05514633774229981,0.0,0.0,0.0,1,480
vary_all,2029167940,1004882659,650757181,0,9,1,0.18955460674115182,0.050360988591809853,0.06769152821947927,0.0,0.0,0.0,1,480
vary_all,2029167940,1004882659,733587778,0,9,2,0.08875009899492087,0.055844592285643146,0.07121895554530062,0.0,0.0,0.0,1,480
vary_all,2029167940,1004882659,597914449,0,9,3,0.1466004257758001,0.05229718508895266,0.07633587234900402,0.0,0.0,0.0,1,480
vary_all,2029167940,1004882659,1545052023,0,9,4,0.12931787128830455,0.041096551764155144,0.05367436639104503,0.0,0.0,0.0,1,480
vary_all,2029167940,1004882659,547328271,0,9,5,0.1604464726474774,0.05082320883442883,0.06469633255901142,0.0,0.0,0.0,1,480
vary_all,2029167940,1004882659,2126996168,0,9,6,0.03820229969754889,0.05174162092470202,0.07229847412593929,0.0,0.0,0.0,1,480
vary_all,2029167940,1004882659,955794088,0,9,7,0.1687712682940953,0.04059628617564371,0.05348312553584916,0.0,0.0,0.0,1,480
vary_all,2029167940,1004882659,1026816911,0,9,8,-0.06694651623091318,0.052332708750657146,0.07133299825131868,0.0,0.0,0.0,1,480
vary_all,2029167940,1004882659,1083509135,0,9,9,0.1227962908655421,0.05436497802047268,0.07305624442436767,0.0,0.0,0.0,1,480
vary_all,1342382292,612176794,1753345571,1,0,0,0.07726011197823199,0.04403010310707397,0.059539687802025995,0.0,0.0,0.0,1,480
vary_all,1342382292,612176794,650757181,1,0,1,0.17697069272496524,0.05980387776703269,0.08456126584938556,0.0,0.0,0.0,1,480
vary_all,1342382292,612176794,733587778,1,0,2,0.20463960083117966,0.046134910768113435,0.05810765675322896,0.0,0.0,0.0,1,480
vary_all,1342382292,612176794,597914449,1,0,3,0.1039718509025264,0.03896289611816116,0.05316228645104579,0.0,0.0,0.0,1,480
vary_all,1342382292,612176794,1545052023,1,0,4,0.14681525142256605,0.049322816937167925,0.06667828008962767,0.0,0.0,0.0,1,480
vary_all,1342382292,612176794,547328271,1,0,5,0.12950943244545052,0.059252052360173765,0.08085591080416207,0.0,0.0,0.0,1,480
vary_all,1342382292,612176794,2126996168,1,0,6,-0.06712474330487371,0.04045085298746467,0.056622509737021855,0.0,0.0,0.0,1,480
vary_all,1342382292,612176794,955794088,1,0,7,0.08961167234517634,0.04587906397597333,0.06442523361539312,0.0,0.0,0.0,1,480
vary_all,1342382292,612176794,1026816911,1,0,8,-0.05037092826702127,0.04031462811560731,0.057481744787802935,0.0,0.0,0.0,1,480
vary_all,1342382292,612176794,1083509135,1,0,9,0.0864896465971539,0.058675356002167584,0.08619463222302615,0.0,0.0,0.0,1,480
vary_all,1342382292,1875941738,1753345571,1,1,0,0.0953917637597394,0.041739927566612614,0.05425426392271837,0.0,0.0,0.0,1,480
vary_all,1342382292,1875941738,650757181,1,1,1,0.21458611494655616,0.07303209412094482,0.10423638189005174,0.0,0.0,0.0,1,480
vary_all,1342382292,1875941738,733587778,1,1,2,0.15361179784401682,0.043533431703900165,0.05918652292211475,0.0,0.0,0.0,1,480
vary_all,1342382292,1875941738,597914449,1,1,3,0.06421577479151161,0.04409635757035214,0.05610166502810258,0.0,0.0,0.0,1,480
vary_all,1342382292,1875941738,1545052023,1,1,4,0.06562877025460365,0.0584649938218754,0.07938470255771764,0.0,0.0,0.0,1,480
vary_all,1342382292,1875941738,547328271,1,1,5,0.12023664107214477,0.06996850522300849,0.09650928395985728,0.0,0.0,0.0,1,480
vary_all,1342382292,1875941738,2126996168,1,1,6,-0.0851083234847511,0.04968686056939742,0.07068093735014047,0.0,0.0,0.0,1,480
vary_all,1342382292,1875941738,955794088,1,1,7,0.13445615469149033,0.04065623012588816,0.05215505919508606,0.0,0.0,0.0,1,480
vary_all,1342382292,1875941738,1026816911,1,1,8,-0.0464746353418638,0.04587647744196802,0.06367834463948463,0.0,0.0,0.0,1,480
vary_all,1342382292,1875941738,1083509135,1,1,9,0.12563451597162,0.054422097992836975,0.07703892030549828,0.0,0.0,0.0,1,480
vary_all,1342382292,1959843383,1753345571,1,2,0,0.08102599378004341,0.0494831429568771,0.06732788150232659,0.0,0.0,0.0,1,480
vary_all,1342382292,1959843383,650757181,1,2,1,0.21444434913954663,0.06598449298180618,0.09680906359142177,0.0,0.0,0.0,1,480
vary_all,1342382292,1959843383,733587778,1,2,2,0.2206331765231173,0.038098217679476104,0.05252835124134425,0.0,0.0,0.0,1,480
vary_all,1342382292,1959843383,597914449,1,2,3,0.011275203782818594,0.04277922934376485,0.0574205344916363,0.0,0.0,0.0,1,480
vary_all,1342382292,1959843383,1545052023,1,2,4,0.10398076640909802,0.05980840047888682,0.09407110803282964,0.0,0.0,0.0,1,480
vary_all,1342382292,1959843383,547328271,1,2,5,0.1639757224268952,0.06241311171538867,0.08754007604074819,0.0,0.0,0.0,1,480
vary_all,1342382292,1959843383,2126996168,1,2,6,-0.06271887824439705,0.042908434197634675,0.05725863014744749,0.0,0.0,0.0,1,480
vary_all,1342382292,1959843383,955794088,1,2,7,0.1202771543069193,0.048870679186187684,0.06520737712415206,0.0,0.0,0.0,1,480
vary_all,1342382292,1959843383,1026816911,1,2,8,0.009712442319437298,0.046505781336197136,0.07047495791025757,0.0,0.0,0.0,1,480
vary_all,1342382292,1959843383,1083509135,1,2,9,0.13652945259758015,0.045117019403654535,0.06399367280887053,0.0,0.0,0.0,1,480
vary_all,1342382292,11307155,1753345571,1,3,0,0.06237311671394038,0.045455577635154835,0.06454596801450518,0.0,0.0,0.0,1,480
vary_all,1342382292,11307155,650757181,1,3,1,0.1323889767111514,0.05499372523590854,0.08077497210829686,0.0,0.0,0.0,1,480
vary_all,1342382292,11307155,733587778,1,3,2,0.14373077861000058,0.04886319666659149,0.06843309910462458,0.0,0.0,0.0,1,480
vary_all,1342382292,11307155,597914449,1,3,3,0.10726941948577595,0.04206513051951765,0.05782842092134177,0.0,0.0,0.0,1,480
vary_all,1342382292,11307155,1545052023,1,3,4,0.08830567724758635,0.05157123979969503,0.07397185168618801,0.0,0.0,0.0,1,480
vary_all,1342382292,11307155,547328271,1,3,5,0.14309802838304145,0.058823466096274785,0.078483366900437,0.0,0.0,0.0,1,480
vary_all,1342382292,11307155,2126996168,1,3,6,-0.060300955510461114,0.04362614656033094,0.05940924989656186,0.0,0.0,0.0,1,480
vary_all,1342382292,11307155,955794088,1,3,7,0.04723000045777621,0.039696373825416874,0.05596379478671845,0.0,0.0,0.0,1,480
vary_all,1342382292,11307155,1026816911,1,3,8,-0.05995802231227575,0.04065515258525121,0.0573666052085187,0.0,0.0,0.0,1,480
vary_all,1342382292,11307155,1083509135,1,3,9,0.07600196318343923,0.039320791135453684,0.05597164170303179,0.0,0.0,0.0,1,480
vary_all,1342382292,1073283950,1753345571,1,4,0,0.11872128123876616,0.05072733473636634,0.07005032355830429,0.0,0.0,0.0,1,480
vary_all,1342382292,1073283950,650757181,1,4,1,0.1197296189632668,0.0629899623163966,0.07904664767876902,0.0,0.0,0.0,1,480
vary_all,1342382292,1073283950,733587778,1,4,2,0.19735473418802443,0.04498155969131881,0.06372960887458332,0.0,0.0,0.0,1,480
vary_all,1342382292,1073283950,597914449,1,4,3,0.0356386804327944,0.054015447314036936,0.07792526167703785,0.0,0.0,0.0,1,480
vary_all,1342382292,1073283950,1545052023,1,4,4,0.08771502984487609,0.05425725778535925,0.07744998092086458,0.0,0.0,0.0,1,480
vary_all,1342382292,1073283950,547328271,1,4,5,0.14003831091599026,0.07124035744587595,0.10590647102915748,0.0,0.0,0.0,1,480
vary_all,1342382292,1073283950,2126996168,1,4,6,-0.04841121401734889,0.06273339613387774,0.09203856602890523,0.0,0.0,0.0,1,480
vary_all,1342382292,1073283950,955794088,1,4,7,0.12059527589198214,0.04635243407414143,0.06376197450330309,0.0,0.0,0.0,1,480
vary_all,1342382292,1073283950,1026816911,1,4,8,-0.011197524118725773,0.04430771478872937,0.0623465074118298,0.0,0.0,0.0,1,480
vary_all,1342382292,1073283950,1083509135,1,4,9,0.053360926631551196,0.054732286670142266,0.07254987597992835,0.0,0.0,0.0,1,480
vary_all,1342382292,1763574598,1753345571,1,5,0,0.14624208646837947,0.04878059893915658,0.07098948547742187,0.0,0.0,0.0,1,480
vary_all,1342382292,1763574598,650757181,1,5,1,0.11720738999255854,0.06120171794316777,0.0849294255054566,0.0,0.0,0.0,1,480
vary_all,1342382292,1763574598,733587778,1,5,2,0.1850176671254968,0.04034924087954345,0.05614908476596581,0.0,0.0,0.0,1,480
vary_all,1342382292,1763574598,597914449,1,5,3,0.02358952532295974,0.06141803651543642,0.08599579075973332,0.0,0.0,0.0,1,480
vary_all,1342382292,1763574598,1545052023,1,5,4,0.11808672823115057,0.06227464769179812,0.08162941821982608,0.0,0.0,0.0,1,480
vary_all,1342382292,1763574598,547328271,1,5,5,0.11323965323131913,0.06034813276381558,0.09507490240397615,0.0,0.0,0.0,1,480
vary_all,1342382292,1763574598,2126996168,1,5,6,-0.07371378819335642,0.061136194865012206,0.09599599572619665,0.0,0.0,0.0,1,480
vary_all,1342382292,1763574598,955794088,1,5,7,0.06271804393698331,0.06285254487742752,0.08502537990132435,0.0,0.0,0.0,1,480
vary_all,1342382292,1763574598,1026816911,1,5,8,-0.08073151590980361,0.03845531450880555,0.05161099832879175,0.0,0.0,0.0,1,480
vary_all,1342382292,1763574598,1083509135,1,5,9,0.0961597996743913,0.042015329652346174,0.05143800228730315,0.0,0.0,0.0,1,480
vary_all,1342382292,282266799,1753345571,1,6,0,0.11916690751532842,0.04280382494547355,0.05943244672570193,0.0,0.0,0.0,1,480
vary_all,1342382292,282266799,650757181,1,6,1,0.22521336762982644,0.05766401518127219,0.07800922930342558,0.0,0.0,0.0,1,480
vary_all,1342382292,282266799,733587778,1,6,2,0.1915927272091513,0.04691670713024944,0.06586198040729993,0.0,0.0,0.0,1,480
vary_all,1342382292,282266799,597914449,1,6,3,0.07973153430236019,0.04613115108208398,0.0669271977922089,0.0,0.0,0.0,1,480
vary_all,1342382292,282266799,1545052023,1,6,4,0.11605256593850775,0.0502413040742804,0.06705933515008893,0.0,0.0,0.0,1,480
vary_all,1342382292,282266799,547328271,1,6,5,0.12069773701392936,0.064326680266505,0.09626620390078537,0.0,0.0,0.0,1,480
vary_all,1342382292,282266799,2126996168,1,6,6,-0.05619928430744395,0.06175955005260171,0.08398747342848345,0.0,0.0,0.0,1,480
vary_all,1342382292,282266799,955794088,1,6,7,0.10823328708469795,0.044423632991709025,0.06119359972830821,0.0,0.0,0.0,1,480
vary_all,1342382292,282266799,1026816911,1,6,8,-0.08022540886181471,0.04637241620594557,0.06672627049709544,0.0,0.0,0.0,1,480
vary_all,1342382292,282266799,1083509135,1,6,9,0.09513572775512515,0.04062701508676122,0.057716751045041925,0.0,0.0,0.0,1,480
vary_all,1342382292,1711693563,1753345571,1,7,0,0.11056366431308427,0.05440553227976846,0.07513626990799191,0.0,0.0,0.0,1,480
