run,scheme,seed_imp,seed_model,seed_eval,ate_hat,cate_sd_test,cate_iqr_test,mi_ate_sd,mi_ate_iqr,mi_B,M_imputations,n_test
27,vary_eval,202,303,2004502880,0.04235256477287804,0.040252231820680134,0.04845420150119381,0.0,0.0,0.0,1,480
28,vary_eval,202,303,660680921,0.19082881611483807,0.044340241212919164,0.06302257633781325,0.0,0.0,0.0,1,480
29,vary_eval,202,303,11121530,0.005450183657021222,0.03579141360506421,0.049363806515710165,0.0,0.0,0.0,1,480
30,vary_eval,202,303,1237113403,0.06153820293458909,0.04109641316515863,0.057353531188472105,0.0,0.0,0.0,1,480
31,vary_eval,202,303,1617006875,0.12248845475346597,0.050474794943529286,0.07199825345623272,0.0,0.0,0.0,1,480
32,vary_eval,202,303,1595815399,-0.07430397677595725,0.03852908260870509,0.05229076382061395,0.0,0.0,0.0,1,480
33,vary_eval,202,303,1740593113,-0.07737816882477153,0.05045175971411967,0.06801465553042423,0.0,0.0,0.0,1,480
34,vary_eval,202,303,1382649464,-0.05460679541485181,0.046100248439780465,0.062454584462274476,0.0,0.0,0.0,1,480
35,vary_eval,202,303,293698564,0.15952748327171837,0.03837554432768509,0.05017375269491914,0.0,0.0,0.0,1,480
36,vary_eval,202,303,1819199984,-0.007038322905751669,0.05751719973023443,0.07908148651748723,0.0,0.0,0.0,1,480
37,vary_eval,202,303,899588740,0.06928590890831361,0.04540078555854901,0.06332632359853145,0.0,0.0,0.0,1,480
38,vary_eval,202,303,1819789397,-0.08135693720915267,0.0548367393344432,0.07856086747151456,0.0,0.0,0.0,1,480
39,vary_eval,202,303,1750749524,0.028926970558435527,0.05142539325809433,0.07072579465239735,0.0,0.0,0.0,1,480
40,vary_eval,202,303,2083950922,-0.008118060182509252,0.062754647557756,0.09119945184013697,0.0,0.0,0.0,1,480
41,vary_eval,202,303,30647146,0.1622803063690867,0.03997752177139984,0.054271362090276526,0.0,0.0,0.0,1,480
42,vary_eval,202,303,1860098429,0.07841170762659881,0.04528361846950783,0.06281109921549982,0.0,0.0,0.0,1,480
43,vary_eval,202,303,1349611755,-0.03711939604664264,0.051323794979574545,0.07087434594129852,0.0,0.0,0.0,1,480
44,vary_eval,202,303,1042264525,-0.10263306730546488,0.04094513715673014,0.053267995957484576,0.0,0.0,0.0,1,480
45,vary_eval,202,303,1703005337,-0.04912376380738879,0.05004218613938942,0.06728630754727419,0.0,0.0,0.0,1,480
46,vary_eval,202,303,2044862114,-0.004947866356238865,0.05366258074448709,0.0735522393811612,0.0,0.0,0.0,1,480
47,vary_eval,202,303,1101666804,-0.08545917176129354,0.05229822128310903,0.0702678920576659,0.0,0.0,0.0,1,480
48,vary_eval,202,303,187840499,0.032924613165273314,0.05546220610183188,0.08284113976716397,0.0,0.0,0.0,1,480
49,vary_eval,202,303,1558749761,0.11069210037585815,0.051699971138319485,0.07629473474221671,0.0,0.0,0.0,1,480
50,vary_eval,202,303,495329462,0.07847624190745278,0.040271765637458934,0.05041336059285383,0.0,0.0,0.0,1,480
51,vary_eval,202,303,486240727,0.014783760604685338,0.030114657334599306,0.042710712109065976,0.0,0.0,0.0,1,480
52,vary_eval,202,303,414262536,-0.0063842988255675545,0.04188973337651643,0.05976701989718757,0.0,0.0,0.0,1,480
53,vary_eval,202,303,426320919,0.28267505578333524,0.049690262097482715,0.06604043565904316,0.0,0.0,0.0,1,480
54,vary_eval,202,303,1954144749,-0.1279436728001194,0.04809281445451673,0.06114429400169083,0.0,0.0,0.0,1,480
55,vary_eval,202,303,779809188,-0.002685218908524317,0.04180619365965308,0.05816431100878474,0.0,0.0,0.0,1,480
56,vary_eval,202,303,227995996,0.018290097598729158,0.031956311386237675,0.040887026931239384,0.0,0.0,0.0,1,480
57,vary_eval,202,303,385271511,-0.01708604419927009,0.030406471981213427,0.0396545807202043,0.0,0.0,0.0,1,480
58,vary_eval,202,303,847805931,-0.03202657527442268,0.05330310489147277,0.07307628125318155,0.0,0.0,0.0,1,480
59,vary_eval,202,303,743161281,0.06379301255395006,0.0501354364691883,0.07193232827575702,0.0,0.0,0.0,1,480
60,vary_eval,202,303,666031918,-0.05200298258292215,0.04379008735727763,0.05787064981049381,0.0,0.0,0.0,1,480
61,vary_eval,202,303,2036080917,-0.09545492867192547,0.057294593769478326,0.07766779116659892,0.0,0.0,0.0,1,480
62,vary_eval,202,303,1860940472,-0.09078794959753081,0.05775652916216293,0.0762490228032307,0.0,0.0,0.0,1,480
63,vary_eval,202,303,1231222635,-0.005884106429152101,0.05778829155247242,0.08164709106190682,0.0,0.0,0.0,1,480
64,vary_eval,202,303,2118343198,0.014447372116334008,0.03447167490880324,0.05017216476310396,0.0,0.0,0.0,1,480
65,vary_eval,202,303,730290613,0.02385477691366432,0.05670806726606423,0.07849048233890492,0.0,0.0,0.0,1,480
66,vary_eval,202,303,295422733,0.03573788907360057,0.0393236129024896,0.05634864365377866,0.0,0.0,0.0,1,480
67,vary_eval,202,303,583094681,0.09430955276055879,0.055432546944280396,0.078502902147718,0.0,0.0,0.0,1,480
68,vary_eval,202,303,191779827,0.01560918109406797,0.05824398633797393,0.08214756127036218,0.0,0.0,0.0,1,480
69,vary_eval,202,303,2044489237,-0.016105811190985992,0.04348058605037509,0.0608932857400479,0.0,0.0,0.0,1,480
70,vary_eval,202,303,470263147,-0.0270589451071312,0.062100756633421954,0.09103384968562231,0.0,0.0,0.0,1,480
71,vary_eval,202,303,954509687,0.1342067515211654,0.056923941533653766,0.078371956709626,0.0,0.0,0.0,1,480
72,vary_eval,202,303,434219341,0.07349320497089228,0.04223832701445548,0.05920381243724194,0.0,0.0,0.0,1,480
73,vary_eval,202,303,2105381695,-0.04691090812832766,0.03377410984149202,0.04797932755861209,0.0,0.0,0.0,1,480
74,vary_eval,202,303,339439493,-0.00707318741649478,0.04291220723186543,0.06054457153381376,0.0,0.0,0.0,1,480
75,vary_eval,202,303,1107076501,0.01052621420713364,0.04060235237673312,0.05537482340133779,0.0,0.0,0.0,1,480
76,vary_eval,202,303,2041287365,0.0398462162801865,0.047456672359590515,0.06052996833666613,0.0,0.0,0.0,1,480
77,vary_eval,202,303,1119195739,-0.07229946992209957,0.0451251504172696,0.060065030591496406,0.0,0.0,0.0,1,480
78,vary_eval,202,303,1930450324,0.055685738531017284,0.04974924275450584,0.06636785956128602,0.0,0.0,0.0,1,480
79,vary_eval,202,303,1925306113,0.056220932078616705,0.04152079834823634,0.05646087707794788,0.0,0.0,0.0,1,480
80,vary_eval,202,303,1649159835,0.07765639959772545,0.056370095579420465,0.07674288189922038,0.0,0.0,0.0,1,480
81,vary_eval,202,303,1595080884,0.07643052349869846,0.03561037472657553,0.04459586332077157,0.0,0.0,0.0,1,480
82,vary_eval,202,303,1238267979,-0.03984828811455416,0.035068256499255955,0.04801593653059038,0.0,0.0,0.0,1,480
83,vary_eval,202,303,1246942529,0.03724951031412772,0.05548798909686627,0.07717090734971395,0.0,0.0,0.0,1,480
84,vary_eval,202,303,1785323950,0.09296908454847835,0.04814732514452088,0.06652799387726915,0.0,0.0,0.0,1,480
85,vary_eval,202,303,916222832,0.016524994007900775,0.05653712957335255,0.08233955735613388,0.0,0.0,0.0,1,480
86,vary_eval,202,303,2031005150,0.033969192979589766,0.05812367797452776,0.07730307278409917,0.0,0.0,0.0,1,480
87,vary_eval,202,303,1885894066,-0.10130365898897392,0.0513974541676547,0.06752247785878591,0.0,0.0,0.0,1,480
88,vary_eval,202,303,804016632,0.0001699110589896218,0.04179212835554266,0.05975861417363801,0.0,0.0,0.0,1,480
89,vary_eval,202,303,884003375,0.06347502256764079,0.04706236391661709,0.06331411699646315,0.0,0.0,0.0,1,480
90,vary_eval,202,303,1534139079,-0.04705964410739065,0.04684339671567686,0.06723013905924909,0.0,0.0,0.0,1,480
91,vary_eval,202,303,1981611099,0.15181625235255503,0.045564475257027476,0.06311748815704193,0.0,0.0,0.0,1,480
92,vary_eval,202,303,207274478,-0.011448351074607612,0.04898942282554218,0.06707455221781272,0.0,0.0,0.0,1,480
93,vary_eval,202,303,147565095,-0.03520167702324701,0.06507294461184734,0.09254169924118502,0.0,0.0,0.0,1,480
94,vary_eval,202,303,532841851,0.049296448468527446,0.04459289274162927,0.06446842408632575,0.0,0.0,0.0,1,480
95,vary_eval,202,303,923411229,0.003471182674116303,0.03425864278503869,0.047148737808022666,0.0,0.0,0.0,1,480
96,vary_eval,202,303,349470873,0.19293476607022597,0.04752865901197093,0.06357672621047392,0.0,0.0,0.0,1,480
97,vary_eval,202,303,1115649580,-0.017499557350275953,0.03560952103737255,0.04837805564515576,0.0,0.0,0.0,1,480
98,vary_eval,202,303,1162425667,0.017734311526499406,0.05921005136561935,0.08220760318979081,0.0,0.0,0.0,1,480
99,vary_eval,202,303,2042124224,-0.13970668456855403,0.04335047208348415,0.0600694196611261,0.0,0.0,0.0,1,480
0,vary_all,2029167940,1473219434,892932601,0.1002451542571,0.04704630117018272,0.06950976681224508,0.0,0.0,0.0,1,480
1,vary_all,1342382292,775808659,2076935019,0.06283985689179272,0.04012417822263109,0.05404526599221124,0.0,0.0,0.0,1,480
2,vary_all,1469265226,1381360663,233012133,0.20503027218295067,0.07088209235781535,0.09631943436494439,0.0,0.0,0.0,1,480
3,vary_all,1926751965,1284590502,1412530411,-0.033565639709905636,0.050494925014613105,0.06962269889389953,0.0,0.0,0.0,1,480
4,vary_all,1241873584,232416244,1563120100,0.05105633001375211,0.04604483846447519,0.06531394319155259,0.0,0.0,0.0,1,480
5,vary_all,1665772334,127241933,919595976,0.06253896047871328,0.048251036321177436,0.06760174291093779,0.0,0.0,0.0,1,480
6,vary_all,1790251936,1417675531,169703186,-0.1646327823176804,0.05518353655998777,0.08081642940624417,0.0,0.0,0.0,1,480
7,vary_all,483628758,832432954,1124723317,0.0146364820818548,0.04808961988380472,0.06404749334184551,0.0,0.0,0.0,1,480
8,vary_all,119253155,1284902936,930610540,-0.08731991480321018,0.03868948296088057,0.05123930631075723,0.0,0.0,0.0,1,480
9,vary_all,644602188,693715271,1874343502,0.021745410098865013,0.04959027227865848,0.06620976938324669,0.0,0.0,0.0,1,480
10,vary_all,612176794,484582550,1465183648,0.22186983099924784,0.047898855678330646,0.0612939784424579,0.0,0.0,0.0,1,480
11,vary_all,1875941738,322551462,739186778,-0.014018850987712723,0.04814280944914839,0.060200386750948125,0.0,0.0,0.0,1,480
12,vary_all,1959843383,819442989,124640146,0.08031249369191212,0.05051687986810006,0.0660031796235089,0.0,0.0,0.0,1,480
13,vary_all,11307155,1753072728,1267640231,0.009040487675970314,0.05268643325357638,0.07721506429219176,0.0,0.0,0.0,1,480
14,vary_all,1073283950,861136855,600425219,0.06730011511744077,0.04401521617903557,0.05889170084284967,0.0,0.0,0.0,1,480
15,vary_all,1763574598,814854448,1468201011,0.11142906248723924,0.06028007765776284,0.0875627446712909,0.0,0.0,0.0,1,480
16,vary_all,282266799,1235630862,1855040773,-0.02591138635568447,0.05641516703747869,0.08108687630578362,0.0,0.0,0.0,1,480
17,vary_all,1711693563,2101845076,763245274,-0.05833354284496936,0.04593954991375332,0.06415198666789193,0.0,0.0,0.0,1,480
18,vary_all,255728785,842335582,1939983779,0.2348541706386344,0.06763242694330406,0.08797280765034701,0.0,0.0,0.0,1,480
19,vary_all,1004882659,1266997512,1114755510,-0.014660858460915183,0.06439324365496707,0.08493216205647798,0.0,0.0,0.0,1,480
20,vary_all,1753345571,943789711,1139953098,-0.15729847425000704,0.03460084795158855,0.05030748274868163,0.0,0.0,0.0,1,480
21,vary_all,650757181,1299348410,1643356241,0.10840884577532206,0.049549566718598614,0.0741469794207584,0.0,0.0,0.0,1,480
22,vary_all,733587778,957152604,1694640500,-0.1334984689622998,0.04256518919422849,0.05717618222102157,0.0,0.0,0.0,1,480
23,vary_all,597914449,1370087224,1952447708,0.06159778114703225,0.05440053439601221,0.07811315046659939,0.0,0.0,0.0,1,480
24,vary_all,1545052023,1175000481,2145723506,0.052487027957160044,0.04328997350410058,0.0624329550156936,0.0,0.0,0.0,1,480
25,vary_all,547328271,1452665836,324403772,0.0540495744542319,0.04101845208744066,0.05614544930067488,0.0,0.0,0.0,1,480
26,vary_all,2126996168,2054636806,886051817,-0.12180875251891649,0.05217286730772081,0.07155109663076306,0.0,0.0,0.0,1,480
27,vary_all,955794088,323814805,2004502880,0.14025872151340682,0.04921434616245476,0.06955285266571173,0.0,0.0,0.0,1,480
28,vary_all,1026816911,1206101995,660680921,0.25924613222792003,0.04598113090276685,0.06682418784208183,0.0,0.0,0.0,1,480
29,vary_all,1083509135,945565970,11121530,0.16789535153436916,0.03987450641419954,0.055663082771916256,0.0,0.0,0.0,1,480
30,vary_all,1251001414,768789384,1237113403,0.01578713239856329,0.04741207093935152,0.06635194891359236,0.0,0.0,0.0,1,480
31,vary_all,1188626512,514459691,1617006875,0.14347515225868473,0.03950908230044764,0.054211213340564474,0.0,0.0,0.0,1,480
32,vary_all,1094029749,112227988,1595815399,-0.06250459324496525,0.060360475363577415,0.0828681308782328,0.0,0.0,0.0,1,480
33,vary_all,2137820579,864358513,1740593113,0.025718325229915698,0.04989739383923594,0.07044343599307251,0.0,0.0,0.0,1,480
34,vary_all,1734444720,1774164003,1382649464,-0.017200699062914167,0.053952383050096364,0.06918683621080841,0.0,0.0,0.0,1,480
35,vary_all,1702228508,207670460,293698564,0.20089655077351856,0.060389893669236444,0.08611773671987566,0.0,0.0,0.0,1,480
36,vary_all,1503827931,872107328,1819199984,0.04975551175312139,0.04855477591602842,0.06719441824295415,0.0,0.0,0.0,1,480
37,vary_all,1336119720,2078394912,899588740,-0.12199594132377563,0.044527742085023796,0.0625761793466167,0.0,0.0,0.0,1,480
38,vary_all,732347575,2043260884,1819789397,-0.006688723099314138,0.040833606485347,0.06008180280703532,0.0,0.0,0.0,1,480
39,vary_all,2123775744,461717654,1750749524,0.2368457144626203,0.04199450330750984,0.056406275326764954,0.0,0.0,0.0,1,480
40,vary_all,1001222388,16301541,2083950922,-0.027313221537396702,0.037908569864253075,0.053671356388775016,0.0,0.0,0.0,1,480
41,vary_all,462371909,1442604701,30647146,0.05506107792293468,0.03570363926378176,0.04677217672390268,0.0,0.0,0.0,1,480
42,vary_all,1814811279,30628421,1860098429,0.10629234616655146,0.047843655671794195,0.06702113881449921,0.0,0.0,0.0,1,480
43,vary_all,344052723,645147212,1349611755,-0.021081998700192745,0.04931093702047824,0.06895663076565547,0.0,0.0,0.0,1,480
44,vary_all,1841358261,1067425247,1042264525,-0.1365651733033772,0.04357619484633154,0.056368398775755224,0.0,0.0,0.0,1,480
45,vary_all,1315418783,1877066119,1703005337,-0.03160320072386206,0.050467461055301824,0.07252062704800623,0.0,0.0,0.0,1,480
46,vary_all,246345230,199408322,2044862114,0.011779835102711859,0.05246512789893327,0.07728957091013816,0.0,0.0,0.0,1,480
47,vary_all,94364744,1422095321,1101666804,-0.10338783190724526,0.029568346008557067,0.04014580728106962,0.0,0.0,0.0,1,480
48,vary_all,955111941,1144680404,187840499,0.04293824092273863,0.04454359551322864,0.056591795498620825,0.0,0.0,0.0,1,480
49,vary_all,76622815,282642812,1558749761,0.04982258284581072,0.055153240248379753,0.07906846943406641,0.0,0.0,0.0,1,480
50,vary_all,303992515,1815944263,495329462,-0.12370318525052447,0.052410312990240016,0.07395850359069905,0.0,0.0,0.0,1,480
51,vary_all,1105715321,1814783284,486240727,0.056370077867878295,0.05462198973322291,0.0749307522185092,0.0,0.0,0.0,1,480
52,vary_all,2083627518,1036586537,414262536,-0.01950609054037069,0.04579034879273582,0.06444950135582836,0.0,0.0,0.0,1,480
53,vary_all,1001169815,2029260744,426320919,0.23657164654764293,0.04860906210936203,0.06869306100211686,0.0,0.0,0.0,1,480
54,vary_all,1736125123,1303231670,1954144749,-0.14746314119745121,0.03811418688550695,0.053670889952100204,0.0,0.0,0.0,1,480
55,vary_all,1969602794,1941146520,779809188,-0.02659432869712187,0.044952241798263674,0.060535745503504566,0.0,0.0,0.0,1,480
56,vary_all,1768373431,2062839176,227995996,-0.028271476271268397,0.0358300308467375,0.05398946205768391,0.0,0.0,0.0,1,480
57,vary_all,1351253091,1223462553,385271511,-0.06770000621072206,0.045746916421161916,0.06329194084887954,0.0,0.0,0.0,1,480
58,vary_all,947894554,603127999,847805931,0.011378198474771803,0.03003840386652244,0.04128910002069535,0.0,0.0,0.0,1,480
59,vary_all,1104059238,312372872,743161281,-0.07024803155991505,0.0758635196716254,0.10439751725427282,0.0,0.0,0.0,1,480
60,vary_all,571810498,1208707449,666031918,-0.13272026251055513,0.0740780203689927,0.10483050920638531,0.0,0.0,0.0,1,480
61,vary_all,1067027577,413312208,2036080917,-0.1575912478727286,0.03766637892993087,0.049588696114894804,0.0,0.0,0.0,1,480
62,vary_all,814704260,1611082393,1860940472,-0.19088833061847332,0.050575103401434694,0.06278989534566509,0.0,0.0,0.0,1,480
63,vary_all,531534248,1992662283,1231222635,-0.030116300600441008,0.039756451144942626,0.05198580160984021,0.0,0.0,0.0,1,480
64,vary_all,2132991552,527090060,2118343198,0.03194115826257412,0.051883606798219586,0.07305082319076028,0.0,0.0,0.0,1,480
65,vary_all,25327477,1186112100,730290613,-0.04803431255410346,0.046867174667795025,0.06623555144181612,0.0,0.0,0.0,1,480
66,vary_all,208719316,105583631,295422733,0.015587009690718715,0.0499941901902501,0.06508798210250374,0.0,0.0,0.0,1,480
67,vary_all,413180458,387733538,583094681,0.03883167994377942,0.049305456076317054,0.07342468635996446,0.0,0.0,0.0,1,480
68,vary_all,2080950717,809968073,191779827,0.08769643897104681,0.03954850100753742,0.051818250786296705,0.0,0.0,0.0,1,480
69,vary_all,1486127662,1898497723,2044489237,0.03796671904237505,0.05971827317093663,0.08061568086507677,0.0,0.0,0.0,1,480
70,vary_all,1893744462,2082001083,470263147,-0.057262037415718094,0.04591041988948021,0.06067173052821419,0.0,0.0,0.0,1,480
71,vary_all,430799659,1377764745,954509687,0.073247501410261,0.05985160034673367,0.08451640716390292,0.0,0.0,0.0,1,480
72,vary_all,1548284816,1252956126,434219341,0.1493852800096624,0.06087295146276667,0.07717240021658864,0.0,0.0,0.0,1,480
73,vary_all,793573184,1223409138,2105381695,-0.0738356042063493,0.04982976169710023,0.06914745936500993,0.0,0.0,0.0,1,480
74,vary_all,1050150559,130168482,339439493,0.07088520929788536,0.04654352558639562,0.06207266071605564,0.0,0.0,0.0,1,480
75,vary_all,8019224,808071975,1107076501,0.15535561038066822,0.041717512007218294,0.06069113037208429,0.0,0.0,0.0,1,480
76,vary_all,1326161204,2111675071,2041287365,0.061450761961445236,0.04472486781440862,0.06180724887888892,0.0,0.0,0.0,1,480
77,vary_all,1782513925,882519748,1119195739,0.004218353591040437,0.03485512690085584,0.04418350493884375,0.0,0.0,0.0,1,480
78,vary_all,1425262066,458084909,1930450324,0.034213319646450434,0.042419542722352134,0.061258343671903824,0.0,0.0,0.0,1,480
79,vary_all,331702646,514299168,1925306113,-0.03257304506401985,0.04640049028464757,0.06392122510399631,0.0,0.0,0.0,1,480
80,vary_all,1146331534,1531946085,1649159835,0.08263954312845434,0.03576774462982709,0.05019654110323539,0.0,0.0,0.0,1,480
81,vary_all,574665130,81727401,1595080884,0.014115009269183824,0.05553644224294534,0.07725408310057572,0.0,0.0,0.0,1,480
82,vary_all,2072097652,2081811441,1238267979,-0.0018295039678229736,0.04046483410064257,0.05373913408471366,0.0,0.0,0.0,1,480
83,vary_all,1890498904,1881665561,1246942529,0.08174121874648918,0.056732958266629205,0.07370803986292261,0.0,0.0,0.0,1,480
84,vary_all,399930128,1218766099,1785323950,-0.015481257730463938,0.04952220503178311,0.06852070255642545,0.0,0.0,0.0,1,480
85,vary_all,1094767427,1004442992,916222832,0.0034464746222698925,0.08744931854925314,0.1173315622336221,0.0,0.0,0.0,1,480
86,vary_all,2018102210,1635176338,2031005150,0.11607802142826087,0.04748899129914325,0.06817022262785094,0.0,0.0,0.0,1,480
87,vary_all,1819241300,1176037634,1885894066,-0.06391364669791695,0.04443294575677776,0.06084456409423818,0.0,0.0,0.0,1,480
88,vary_all,1520252680,1024744532,804016632,0.04392024531474405,0.048025690712538614,0.061628801494077706,0.0,0.0,0.0,1,480
89,vary_all,1373782154,691840439,884003375,0.030706058575514217,0.04524989978111033,0.06542119169005123,0.0,0.0,0.0,1,480
90,vary_all,90439482,959359876,1534139079,0.13239592349639104,0.04290924344650582,0.0622968051116017,0.0,0.0,0.0,1,480
91,vary_all,1592940979,1613457978,1981611099,0.13550468880689717,0.04369107294953343,0.05786219072670534,0.0,0.0,0.0,1,480
92,vary_all,1016862180,118322299,207274478,0.034593863078838334,0.039474279096169324,0.05304974363668451,0.0,0.0,0.0,1,480
93,vary_all,196485316,54109868,147565095,-0.014410944363572339,0.0440167885711271,0.05916327117829959,0.0,0.0,0.0,1,480
94,vary_all,525027446,1547041455,532841851,-0.042055340801903554,0.03968912075677265,0.05552693380464471,0.0,0.0,0.0,1,480
95,vary_all,1162097507,799261786,923411229,0.02551450632978675,0.055521194394134006,0.0744714705589602,0.0,0.0,0.0,1,480
96,vary_all,1560763481,1726001975,349470873,0.10915897255783359,0.04904078894170069,0.06373470432256415,0.0,0.0,0.0,1,480
97,vary_all,1090432573,65176761,1115649580,-0.149249860783836,0.038958816729342136,0.051987334049616446,0.0,0.0,0.0,1,480
98,vary_all,1316294024,1948207564,1162425667,0.14917909609832253,0.05042420729520786,0.0760805438551331,0.0,0.0,0.0,1,480
99,vary_all,1871187062,263908780,2042124224,-0.02122973715796805,0.03946471892780513,0.0532917768564649,0.0,0.0,0.0,1,480
